club_name,name,wage,age,pace,shooting,passing,dribbling,position,joined,contract,nationality,preferred_foot,international_reputation
Lecce,John Gunnar BjÃ¶rkengren,1000,22,66,53,57,65,SUB,2020-10-04,2023,Sweden,Left,1
Rosario Central,Facundo Ezequiel Almada,4000,22,68,37,43,55,RCB,2018-11-30,2022,Argentina,Right,1
VÃ¥lerenga Fotball,Osame Sahraoui,1000,20,78,48,63,72,LCM,2019-05-15,2023,Norway,Right,1
CFR Cluj,Denis Ciobotariu,4000,23,69,24,46,49,RCB,2020-01-21,2024,Romania,Right,1
Shimizu S-Pulse,äº•æž— ç« ,1000,30,48,29,52,45,SUB,2021-06-28,2024,Japan,Right,1
Wolverhampton Wanderers,Ki-Jana Delano Hoever,8000,19,70,36,59,64,SUB,2020-09-19,2025,Netherlands,Right,1
Clube Sport MarÃ­timo,RÃºben Daniel Fonseca Macedo,3000,25,72,62,61,71,RES,2020-08-20,2022,Portugal,Right,1
FC Lausanne-Sport,éˆ´æœ¨ å†¬ä¸€,3000,21,70,55,60,67,LB,2021-01-13,2024,Japan,Left,1
Boca Juniors,Javier AgustÃ­n Obando,3000,21,74,58,58,68,RES,2019-01-04,2022,Argentina,Left,1
Columbus Crew,Aboubacar Kobele Keita,1000,21,80,27,51,50,SUB,2019-01-22,2022,United States,Left,1
Al Ain FC,Jamal Ibrahim Hussain Maroof Alblooshi,500,29,84,64,56,63,RES,2018-08-08,2023,United Arab Emirates,Right,1
Shakhtar Donetsk,Danylo Sikan,500,20,74,65,47,65,RES,2018-02-07,2023,Ukraine,Right,1
FC Midtjylland,JosÃ© Francisco dos Santos JÃºnior,7000,22,76,61,49,68,ST,2019-01-31,2023,Brazil,Right,1
Sagan Tosu,æ¨‹å£ é›„å¤ª,1000,24,57,54,65,68,RCM,2019-01-01,2022,Japan,Right,1
Swansea City,JoÃ«l Mohammed Ramzan Piroe,6000,21,60,66,52,64,LS,2021-07-02,2024,Netherlands,Left,1
Sanfrecce Hiroshima,æ± ä¿Šå¸Œ,2000,20,67,61,64,65,SUB,2018-09-02,2022,Japan,Left,1
Ã–rebro SK,Jake Mikael Larsson,1000,22,78,58,55,66,SUB,2019-02-06,2023,Sweden,Right,1
FC Dallas,Edwin Cerrillo,1000,20,64,43,58,58,RDM,2019-02-14,2021,United States,Right,1
BSC Young Boys,Felix Khonde Mambimbi,4000,20,88,64,53,72,SUB,2019-01-30,2024,Switzerland,Right,1
New York Red Bulls,Frankie Amaya,2000,20,72,54,60,66,SUB,2021-04-20,2022,United States,Right,1
Borussia Dortmund,Tobias Raschl,9000,21,66,53,64,69,RES,2019-03-06,2022,Germany,Right,1
Amiens SC,Iron Gomis,1000,21,70,54,64,69,SUB,2019-03-12,2023,France,Right,1
Club The Strongest,SaÃºl Torres Rojas,500,31,71,29,53,52,RWB,2019-07-05,2021,Bolivia,Right,1
CS Mioveni,IonuÈ› Balaur,2000,32,60,39,47,49,RCB,2021-07-01,2024,Romania,Right,1
FC Dinamo 1948 BucureÅŸti,Alexandru Ilie RÄƒuÈ›Äƒ,2000,29,56,35,52,51,CDM,2019-07-01,2022,Romania,Right,1
Universitatea Craiova,Cristian Mihai CÄƒpÄƒÈ›Ã®nÄƒ,4000,25,68,62,64,66,SUB,2020-10-05,2024,Romania,Right,1
FC Farul ConstanÈ›a,IonuÈ› Justinian Larie,3000,34,39,29,48,46,RCB,2021-07-01,2023,Romania,Right,1
FC BotoÅŸani,Andrei Alexandru Patache,3000,33,67,43,52,61,SUB,2018-07-01,2022,Romania,Right,1
FC Academica Clinceni,Lucian IonuÈ› Filip,2000,30,53,48,58,59,SUB,2021-07-01,2022,Romania,Left,1
Gaz Metan MediaÅŸ,RÄƒzvan Toni Augustin GrÄƒdinaru,3000,25,78,62,61,64,RM,2021-07-02,2025,Romania,Right,1
FC Voluntari,Marius IonuÈ› Briceag,2000,29,78,51,53,55,LB,2021-07-05,2022,Romania,Left,1
Rapid BucureÈ™ti,Claudiu Belu-Iordache,2000,27,75,45,58,60,RB,2021-07-01,2022,Romania,Right,1
FC Voluntari,NeluÈ› Stelian RoÈ™u,2000,27,67,63,67,67,SUB,2021-07-01,2023,Romania,Left,1
Universitatea Craiova,IonuÈ› Daniel VÃ®nÄƒ,4000,26,73,61,59,67,LCM,2021-07-31,2025,Romania,Left,1
Spartak Moskva,Ilya Gaponov,10000,23,64,28,44,44,RES,2018-07-16,2024,Russia,Right,1
FK Haugesund,Thore Baardsen Pedersen,1000,24,70,52,59,62,RB,2018-12-05,2022,Norway,Right,1
FC Cincinnati,Isaac Atanga,2000,21,88,60,53,67,SUB,2021-03-31,2023,Ghana,Right,1
1. FC Kaiserslautern,Daniel Patrick Hanslik,1000,24,72,64,59,63,LM,2021-07-01,2023,Germany,Left,1
Feyenoord,Naoufal Bannis,2000,19,77,64,49,67,SUB,2018-07-01,2023,Netherlands,Right,1
Gamba Osaka,é«™å°¾ ç‘ ,3000,24,61,32,52,55,SUB,2019-01-01,2022,Japan,Right,1
Club Deportivo GuabirÃ¡,Heber Edgar LeaÃ±os,500,31,71,39,54,65,LB,2020-01-01,2021,Bolivia,Left,1
FC Cartagena,Alberto Cayarga FernÃ¡ndez,2000,24,78,63,61,65,LM,2020-01-31,2022,Spain,Right,1
FC Groningen,Laros d'EncarnaÃ§Ã£o Duarte,3000,24,65,60,66,67,LDM,2021-08-31,2025,Netherlands,Right,1
Royal Charleroi S.C.,LoÃ¯c Anthony Bessile,3000,22,69,34,48,58,SUB,2021-08-31,2022,Togo,Left,1
Rodez Aveyron Football,Nassim Ouammou,2000,28,71,51,63,68,SUB,2019-06-12,2023,France,Left,1
AFC Chindia TÃ¢rgoviÈ™te,Cornel Dinu,2000,32,72,33,52,60,LB,2011-07-01,2022,Romania,Left,1
Gaz Metan MediaÅŸ,Mihai Dobrescu,3000,28,68,40,54,59,RES,2021-07-01,2025,Romania,Left,1
FCSB (Steaua),Adrian Gheorghe È˜ut,4000,22,71,60,61,62,SUB,2019-07-17,2023,Romania,Right,1
FC Academica Clinceni,Florin Vasile Achim,2000,29,78,53,61,63,RB,2018-01-01,2023,Romania,Right,1
KSV Cercle Brugge,Thibo Somers,3000,22,81,54,61,68,SUB,2019-06-17,2023,Belgium,Right,1
Everton,Ellis Simms,14000,20,74,65,52,63,RES,2019-07-01,2022,England,Right,1
FC Dallas,Ricardo Daniel Pepi,1000,18,62,65,49,61,ST,2019-06-12,2022,United States,Right,1
VfL OsnabrÃ¼ck,Sven KÃ¶hler,1000,24,59,56,61,63,RCM,2019-07-01,2023,Germany,Right,1
FC St. Pauli,Jakov MediÄ‡,4000,22,64,48,54,57,LCB,2021-07-01,2024,Croatia,Right,1
FC Ingolstadt 04,Thomas Leon Keller,3000,21,65,34,48,48,LCB,2019-07-01,2022,Germany,Right,1
Shandong Taishan,å¾·å°”åŠ å¤š,4000,24,70,58,65,61,SUB,2021-04-20,2021,China PR,Left,1
Silkeborg IF,Nicolai Vallys,3000,24,79,60,58,65,LM,2019-07-01,2023,Denmark,Right,1
Kaizer Chiefs,Lazarous Kambole,500,27,73,66,49,64,SUB,2019-07-01,2022,Zambia,Right,1
PAOK,Enea Mihaj,500,22,57,42,50,48,RES,2019-07-01,2023,Albania,Right,1
PEC Zwolle,Siemen Voet,2000,21,55,39,41,51,LCB,2021-07-01,2023,Belgium,Left,1
Santa Clara,Rui Filipe da Cunha Correia,2000,26,63,59,62,65,RCM,2019-07-01,2022,Portugal,Left,1
RKC Waalwijk,Lennerd Daneels,2000,23,77,58,58,69,SUB,2019-07-01,2023,Belgium,Right,1
PEC Zwolle,Dean Huiberts,2000,21,72,49,62,71,LCM,2019-01-01,2025,Netherlands,Right,1
Racing Club de Lens,Charles Boli,6000,22,68,57,61,70,SUB,2019-05-16,2024,France,Left,1
Lech PoznaÅ„,MichaÅ‚ SkÃ³raÅ›,2000,21,82,51,59,65,RM,2017-10-29,2023,Poland,Right,1
FC BotoÅŸani,Alexandru ÈšigÄƒnaÈ™u,3000,31,74,53,59,53,LB,2019-07-01,2022,Romania,Left,1
VÃ©lez Sarsfield,DamiÃ¡n Ariel FernÃ¡ndez,3000,20,72,33,44,56,SUB,2019-07-03,2022,Argentina,Right,1
Benevento,Salvatore Elia,5000,22,73,66,58,66,SUB,2021-08-13,2025,Italy,Right,1
Universitatea Craiova,George Alexandru CÃ®mpanu,3000,20,82,58,56,67,SUB,2020-10-05,2025,Romania,Left,1
Gaz Metan MediaÅŸ,Mihai Velisar,2000,22,75,51,60,59,LB,2019-07-01,2022,Romania,Left,1
Universitatea Craiova,È˜tefan Baiaram,2000,18,86,54,59,64,LW,2019-07-01,2026,Romania,Right,1
Rapid BucureÈ™ti,Albert Tivadar Stahl,2000,22,83,58,59,66,SUB,2021-08-30,2024,Romania,Right,1
Stade Brestois 29,Hiang'a Mananga Mbock,4000,21,63,58,61,68,RDM,2019-07-01,2024,France,Right,1
Puebla FC,Israel Reyes Romero,2000,21,66,51,58,62,RCB,2021-06-15,2024,Mexico,Right,1
FC St. Gallen 1879,Betim Fazliji,2000,22,54,37,53,57,LCB,2019-01-01,2023,Kosovo,Right,1
FC Ingolstadt 04,Filip Bilbija,4000,21,69,51,62,66,LM,2019-07-01,2022,Germany,Right,1
Stade Malherbe Caen,Hugo Vandermersch,1000,22,72,29,54,59,SUB,2019-07-23,2024,France,Right,1
AtlÃ©tico TucumÃ¡n,Ãlvaro AgustÃ­n Lagos,2000,19,64,31,46,59,SUB,2019-07-24,2025,Argentina,Right,1
MÃ¡laga CF,Ismael GutiÃ©rrez Montilla,2000,20,63,59,63,67,RES,2020-10-04,2024,Spain,Right,1
Club AtlÃ©tico de San Luis,Juan Manuel Sanabria Magole,3000,21,71,60,62,66,SUB,2019-07-01,2023,Uruguay,Left,1
Grenoble Foot 38,Florian Michel,2000,29,78,55,63,71,SUB,2019-08-02,2024,France,Left,1
Yokohama F. Marinos,æ¸¡è¾º çš“å¤ª,3000,22,63,55,64,70,SUB,2019-08-08,2022,Japan,Right,1
FC Luzern,Marco Burch,3000,20,67,32,48,50,RCB,2019-06-13,2024,Switzerland,Right,1
Fiorentina,Aleksa TerziÄ‡,8000,21,69,41,53,63,RES,2019-07-01,2023,Serbia,Left,1
Ä°ttifak Holding Konyaspor,Soner Dikmen,4000,27,66,43,57,60,RDM,2021-07-06,2023,Turkey,Right,1
Philadelphia Union,Leon Maximilian Flach,2000,20,81,52,61,68,LCM,2021-03-31,2022,United States,Left,1
Yukatel Kayserispor,Emre Demir,500,17,71,58,64,69,SUB,2019-01-17,2023,Turkey,Left,1
FC Groningen,Romano Ceciel Postema,2000,19,78,67,51,62,SUB,2019-07-01,2024,Netherlands,Right,1
Cagliari,Gabriele Zappa,5000,21,70,32,57,61,SUB,2021-07-30,2025,Italy,Right,1
USL Dunkerque,Mario-Jason Kikonda,2000,25,65,51,61,65,SUB,2021-08-31,2022,France,Right,1
FC Academica Clinceni,Georgi Pashov,2000,31,82,44,54,58,SUB,2020-08-12,2022,Bulgaria,Right,1
Piast Gliwice,Tiago Alexandre Mendes Alves,2000,25,76,59,61,68,CAM,2019-08-27,2022,Portugal,Right,1
UniÃ³n de Santa Fe,Jorge GastÃ³n Comas,3000,23,72,59,64,70,SUB,2019-02-01,2023,Argentina,Right,1
Argentinos Juniors,CÃ©sar Gabriel FlorentÃ­n,3000,22,68,59,64,68,CAM,2019-07-01,2025,Argentina,Right,1
Boavista FC,Rodrigo Abascal Barros,4000,27,64,44,49,54,LCB,2021-07-27,2024,Uruguay,Left,1
Club Nacional de Football,Thiago Vecino Berriel,500,22,63,66,53,63,SUB,2019-07-01,2021,Uruguay,Left,1
Club Social y Deportivo MacarÃ¡,Roberto Daniel GarcÃ©s Salazar,500,27,64,51,58,61,RCM,2021-01-18,2022,Ecuador,Right,1
Independiente del Valle,Anthony Rigoberto LandÃ¡zuri Estacio,500,24,70,43,53,52,RM,2016-01-01,2022,Ecuador,Right,1
AtlÃ©tico de Madrid,Giuliano Simeone,5000,18,74,66,49,64,RES,2020-09-03,2022,Argentina,Right,1
Leeds United,Sam Greenwood,11000,19,69,65,58,66,SUB,2020-08-28,2023,England,Right,1
Aarhus GF,Gift Links,4000,22,85,53,53,74,SUB,2019-09-01,2024,South Africa,Left,1
Aarhus GF,Eric Andre Kahl,2000,19,79,35,58,66,LWB,2021-07-24,2026,Sweden,Left,1
Club AtlÃ©tico Nacional PotosÃ­,Luis Fernando Pavia Mamani,500,22,79,47,61,60,SUB,2019-06-01,2021,Bolivia,Right,1
Sport Huancayo,Daniel Fabio Morales Quispe,500,29,73,58,59,70,SUB,2012-01-01,2021,Peru,Left,1
Club The Strongest,Luis Eduardo Demiquel Banegas,500,21,76,38,57,64,SUB,2019-05-01,2021,Bolivia,Right,1
Sport Huancayo,Victor Julio Rodolfo Balta Mori,500,35,72,48,51,48,RCB,2019-01-01,2021,Peru,Right,1
Sport Huancayo,Alfredo Junior Rojas Pajuelo,500,30,57,35,56,53,RES,2018-01-01,2021,Peru,Right,1
Sport Huancayo,Leonardo Marcelo Villar Callupe,500,21,67,57,62,59,RCM,2019-07-01,2021,Peru,Right,1
Girona FC,DarÃ­o Ariel Sarmiento,1000,18,77,61,58,71,RM,2021-07-01,2026,Argentina,Left,1
Club Universitario de Deportes,Gerson Alexis Barreto Gamboa,500,25,64,71,63,68,CM,2015-01-01,2022,Peru,Right,1
Puebla FC,Emanuel Gularte MÃ©ndez,2000,23,53,29,34,45,SUB,2021-01-12,2023,Uruguay,Right,1
Metropolitanos de Caracas FC,Renier Alexander RodrÃ­guez GonzÃ¡lez,500,37,68,58,60,64,RES,2017-01-01,2021,Venezuela,Left,1
Aragua FÃºtbol Club,JosÃ© JesÃºs YÃ©gÃ¼ez Salgado,500,33,73,40,55,57,SUB,2019-01-01,2021,Venezuela,Left,1
Club AtlÃ©tico Rentistas,Esteban Ricardo GonzÃ¡lez Maciel,500,30,67,28,54,52,SUB,2021-04-22,2021,Uruguay,Right,1
Club Universitario de Deportes,Nelson Jhonny Luis Cabanillas JesÃºs,500,20,73,61,64,68,SUB,2019-01-14,2021,Peru,Left,1
Metropolitanos de Caracas FC,Luis Ãngel Martell Castillo,500,26,66,68,58,63,LM,2019-07-23,2022,Venezuela,Right,1
Metropolitanos de Caracas FC,Marco Antonio Bustillo BenÃ­tez,500,25,57,68,58,61,ST,2020-01-01,2022,Venezuela,Right,1
UniÃ³n de Santa Fe,Juan Ignacio MartÃ­n Nardoni,1000,18,72,55,63,68,SUB,2019-06-12,2023,Argentina,Right,1
Real Sociedad B,Aritz Arambarri Murua,2000,23,51,27,49,43,LCB,2018-11-01,2023,Spain,Right,1
CS Emelec,Marlon Mauricio MejÃ­a DÃ­az,500,26,55,32,46,48,RES,2016-01-01,2022,Ecuador,Right,1
FBC Melgar,Alec Hugo Deneumostier Ortmann,500,22,53,29,48,45,SUB,2018-01-01,2021,Peru,Right,1
FBC Melgar,Paolo Alessandro Reyna Lea,500,19,71,38,59,54,LB,2019-01-01,2021,Peru,Left,1
Universidad TÃ©cnica de Cajamarca,Christian James VÃ¡squez PÃ©rez,500,21,76,40,59,53,RB,2020-01-10,2021,Peru,Right,1
FC Twente,Denilho Cleonise,2000,19,79,59,61,68,SUB,2021-08-18,2023,Netherlands,Right,1
Shrewsbury Town,Nathanael Ogbeta,2000,20,76,46,51,63,SUB,2021-01-25,2022,England,Left,1
Universidad TÃ©cnica de Cajamarca,Paulo CÃ©sar Goyoneche Yaranga,500,27,67,55,61,59,LDM,2020-01-17,2021,Peru,Right,1
Club AtlÃ©tico Nacional PotosÃ­,Ã“scar AÃ±ez Urachianta,500,30,78,51,56,65,RB,2020-01-10,2021,Bolivia,Right,1
Club Always Ready,Marc-Francois Enoumba,500,28,78,55,55,60,SUB,2017-01-01,2025,Bolivia,Right,1
Club Always Ready,Junior Kevin Romay Sanchez,500,27,76,57,58,67,SUB,2016-07-05,2021,Bolivia,Right,1
Club AtlÃ©tico Aldosivi,JoaquÃ­n Indacoechea,2000,20,73,46,62,66,SUB,2018-09-30,2025,Argentina,Right,1
CF Fuenlabrada,Alejandro Sotillos Miarmau,2000,23,66,31,54,58,LB,2019-12-11,2022,Spain,Right,1
Club Universitario de Deportes,Luis Alfredo Urruti GimÃ©nez,500,28,71,60,62,63,SUB,2021-01-15,2021,Uruguay,Right,1
Club Olimpia,Edgardo Daniel Orzusa CÃ¡ceres,500,31,55,53,59,63,RES,2021-07-09,2021,Paraguay,Right,1
Club Nacional,Edgar Catalino Zaracho Zorrilla,500,31,60,54,67,61,LCM,2019-01-01,2021,Paraguay,Right,1
Club Nacional,Claudio Ronaldo NÃºÃ±ez Aquino,500,25,58,31,47,57,RCB,2019-01-01,2021,Paraguay,Right,1
Club River Plate AsunciÃ³n,Carlos DamiÃ¡n Montiel CaÃ±iza,500,27,70,32,53,56,SUB,2021-01-01,2021,Paraguay,Left,1
Club River Plate AsunciÃ³n,Gustavo Antonio GimÃ©nez BÃ¡ez,500,34,69,30,51,59,RCB,2019-01-01,2021,Paraguay,Right,1
Kawasaki Frontale,é é‡Ž å¤§å¼¥,3000,22,68,68,58,70,SUB,2021-01-31,2022,Japan,Right,1
Sagan Tosu,å†…ç”° è£•æ–—,1000,26,72,59,60,66,SUB,2020-01-04,2022,Japan,Left,1
Vissel Kobe,èŠæ±  æµå¸†,2000,24,42,29,41,39,RCB,2020-01-04,2022,Japan,Right,1
AIK,Erick Ouma Otieno,2000,24,86,43,57,63,LB,2020-01-05,2024,Kenya,Left,1
Sagan Tosu,ä»™é ­ å•“çŸ¢,1000,26,62,63,67,65,LCM,2021-01-09,2022,Japan,Right,1
CD Antofagasta,AndrÃ©s Souper De La Cruz,1000,22,66,56,61,69,SUB,2021-01-01,2021,United States,Left,1
Club AtlÃ©tico Banfield,Lautaro NicolÃ¡s RÃ­os,3000,20,64,51,61,64,SUB,2019-07-01,2022,Argentina,Right,1
Club River Plate AsunciÃ³n,Dionicio Ismael PÃ©rez Mambreani,500,34,62,67,45,60,SUB,2020-01-01,2021,Paraguay,Left,1
Independiente del Valle,Joffre AndrÃ©s Escobar Moyano,500,24,66,68,53,63,SUB,2020-01-01,2025,Ecuador,Right,1
HJK Helsinki,Miro Tenho,500,26,58,23,49,49,SUB,2020-01-01,2023,Finland,Right,1
AS Saint-Ã‰tienne,Maxence Rivera,5000,19,75,61,59,70,SUB,2020-01-03,2024,France,Right,1
SG Dynamo Dresden,Ransford-Yeboah KÃ¶nigsdÃ¶rffer,2000,19,83,61,55,67,RS,2019-12-20,2022,Germany,Right,1
Club Cerro PorteÃ±o,Pablo Javier Adorno MartÃ­nez,500,25,51,31,42,48,SUB,2019-12-31,2021,Paraguay,Left,1
Valencia CF,Pablo GozÃ¡lbez Gilabert,6000,20,63,66,64,65,RES,2019-07-01,2023,Spain,Right,1
BrÃ¸ndby IF,Anis Ben Slimane,3000,20,63,57,61,68,SUB,2019-06-01,2024,Tunisia,Right,1
Club Tijuana,Victor AndrÃ©s GuzmÃ¡n Olmedo,3000,19,70,32,44,58,LCB,2020-01-01,2022,Mexico,Right,1
RSC Anderlecht,Antoine Benjamin Colassin,5000,20,76,65,52,66,SUB,2018-07-01,2025,Belgium,Right,1
Chicago Fire Football Club,Mauricio Pineda,2000,23,53,31,48,56,CB,2020-01-17,2022,United States,Right,1
Vancouver Whitecaps FC,Leonard Owusu,2000,24,62,36,56,59,SUB,2020-01-21,2022,Ghana,Right,1
RKC Waalwijk,Richard van der Venne,2000,29,68,63,63,65,CAM,2020-01-20,2022,Netherlands,Left,1
Club BolÃ­var,Kevin Francisco Salvatierra Flores,500,19,63,52,59,63,SUB,2021-01-29,2021,Bolivia,Right,1
FC BotoÅŸani,Realdo Fili,3000,25,73,62,62,66,LW,2020-01-29,2022,Albania,Right,1
Gil Vicente FC,Vitor Carvalho Vieira,2000,24,66,57,59,65,CDM,2020-01-30,2024,Brazil,Right,1
Shimizu S-Pulse,ä¸­å±± å…‹åºƒ,1000,24,77,62,61,65,RM,2021-01-09,2022,Japan,Right,1
Yokohama FC,é½‹è—¤ åŠŸä½‘,1000,24,68,63,61,68,RES,2016-01-01,2022,Japan,Right,1
Club The Strongest,JesÃºs Manuel Sagredo ChÃ¡vez,500,27,68,29,48,57,LCB,2021-01-28,2021,Bolivia,Right,1
Gamba Osaka,å±±æœ¬ æ‚ æ¨¹,3000,23,68,60,64,68,SUB,2020-02-01,2022,Japan,Right,1
Real Sociedad,Jon Pacheco Dozagarat,5000,20,54,22,44,42,RES,2021-07-01,2025,Spain,Left,1
MÃ¡laga CF,Julio MartÃ­nez CortÃ©s,2000,20,76,65,53,65,RES,2019-07-01,2022,Spain,Right,1
Club AtlÃ©tico HuracÃ¡n,Santiago Hezze,2000,19,63,48,64,64,SUB,2020-02-15,2022,Argentina,Right,1
Deportivo AlavÃ©s,Javier LÃ³pez Carballo,3000,19,71,27,47,54,RES,2019-07-01,2023,Spain,Left,1
Sport-Club Freiburg,Yannik Keitel,5000,21,65,48,62,62,RDM,2020-02-29,2024,Germany,Right,1
KRC Genk,Luca Oyen,2000,18,73,55,62,71,SUB,2019-07-01,2022,Belgium,Right,1
FC Groningen,Paulos Abraham,1000,18,79,65,54,69,SUB,2021-07-01,2026,Sweden,Right,1
River Plate,Santiago SimÃ³n,2000,19,73,56,62,66,RES,2021-01-11,2022,Argentina,Right,1
KSV Cercle Brugge,Jesper Daland,2000,21,61,30,48,48,LCB,2021-07-01,2025,Norway,Right,1
Boca Juniors,Aaron NicolÃ¡s Molinas,3000,20,66,56,65,65,RES,2018-01-05,2025,Argentina,Right,1
SV Ried,Ante Bajic,3000,25,67,60,63,62,SUB,2018-07-01,2024,Austria,Right,1
AS Saint-Ã‰tienne,Jean-Philippe Krasso,7000,23,66,64,59,63,RES,2020-06-08,2023,France,Left,1
Clube Sport MarÃ­timo,FelÃ­cio Mendes JoÃ£o Milson,2000,21,81,56,58,71,SUB,2020-08-13,2022,Angola,Right,1
Estudiantes de La Plata,Mauricio Manuel GuzmÃ¡n,2000,21,64,43,44,53,SUB,2016-07-01,2022,Argentina,Right,1
KV Oostende,ThÃ©o Ndicka Matam,2000,21,75,48,57,69,SUB,2020-07-07,2023,France,Left,1
San Lorenzo de Almagro,Mariano Ezequiel Peralta Bauer,4000,23,72,62,52,63,SUB,2021-07-30,2022,Argentina,Right,1
Rosario Central,Lautaro Emanuel Blanco,4000,22,73,40,53,64,LB,2020-07-01,2021,Argentina,Left,1
Al Ain FC,Erik Jorgens de Menezes,500,20,84,49,61,70,LB,2020-07-15,2023,Brazil,Left,1
SC Rheindorf Altach,Nosa Iyobosa Edokpolor,3000,24,77,44,57,62,LB,2020-07-27,2023,Austria,Left,1
Lincoln City,Lewis Lee Montsma,3000,23,58,34,48,55,SUB,2020-07-14,2023,Netherlands,Right,1
FC Sochaux-MontbÃ©liard,Alan Virginius,900,18,87,56,55,68,SUB,2020-07-06,2023,France,Right,1
1. FC Heidenheim 1846,Marvin Lee RittmÃ¼ller,5000,22,71,43,57,64,SUB,2020-07-19,2023,Germany,Right,1
Hokkaido Consadole Sapporo,å°æŸ å‰›,2000,22,71,64,58,70,ST,2021-02-01,2022,Japan,Right,1
Manchester United,Anthony David Junior Elanga,12000,19,81,60,58,68,RES,2020-07-01,2024,Sweden,Right,1
Sportclub Verl,Julian Schwermann,550,21,65,55,59,61,RCM,2020-07-25,2022,Germany,Right,1
AZ Alkmaar,Thijs Oosting,2000,21,67,65,62,65,SUB,2019-12-06,2022,Netherlands,Left,1
FC Twente,Gijs Smal,2000,23,74,55,65,62,SUB,2020-07-01,2023,Netherlands,Left,1
ÅšlÄ…sk WrocÅ‚aw,Patryk Janasik,2000,23,72,49,59,62,SUB,2020-07-30,2024,Poland,Right,1
Warta PoznaÅ„,Bartosz Kieliba,1000,30,40,28,44,37,SUB,2016-03-10,2023,Poland,Right,1
Warta PoznaÅ„,Aleks Åawniczak,1000,22,79,27,40,39,RCB,2019-07-09,2022,Poland,Right,1
Campionii FC Arges,Costinel Andrei Tofan,2000,24,75,44,57,49,RB,2017-07-01,2024,Romania,Right,1
Real Sociedad B,Peter PokornÃ½,1000,19,65,40,60,61,SUB,2021-07-01,2024,Slovakia,Right,1
RakÃ³w CzÄ™stochowa,Giannis Papanikolaou,2000,22,72,55,62,66,LCM,2020-08-11,2025,Greece,Right,1
Vitesse,Daan Huisman,2000,18,58,59,64,63,SUB,2020-08-07,2023,Netherlands,Right,1
Vitesse,Million Manhoef,2000,19,85,51,60,65,SUB,2020-08-07,2023,Netherlands,Left,1
Club AtlÃ©tico LanÃºs,JuliÃ¡n Ezequiel Aude Bernardi,1000,18,71,46,59,73,SUB,2020-08-12,2023,Argentina,Left,1
Hammarby IF,Akinkunmi Ayobami Amoo,1000,19,79,58,59,75,RF,2020-06-08,2024,Nigeria,Left,1
Warta PoznaÅ„,Mateusz Kuzimski,1000,30,78,64,55,61,SUB,2020-08-13,2022,Poland,Right,1
Club Nacional de Football,NicolÃ¡s Marichal PÃ©rez,500,20,64,29,45,53,LCB,2020-01-01,2023,Uruguay,Right,1
Barcelona Sporting Club,Adonis Stalin Preciado Quintero,500,24,82,54,57,66,SUB,2020-07-10,2021,Ecuador,Right,1
Newell's Old Boys,Juan SebastiÃ¡n Sforza,2000,19,67,58,61,65,CDM,2020-08-01,2023,Argentina,Left,1
FC Sion,JoÃ«l Pascal Schmied,5000,22,60,33,40,40,SUB,2021-08-23,2025,Switzerland,Right,1
RC Celta de Vigo,Cedric Wilfred TeguÃ­a Noubi,3000,19,83,61,61,62,RES,2020-07-01,2022,Spain,Left,1
Arsenal de SarandÃ­,JuliÃ¡n Alejandro Navas,3000,27,70,40,49,60,SUB,2020-08-16,2021,Argentina,Right,1
SV Waldhof Mannheim 07,Joseph Boyamba,1000,24,84,61,56,71,RM,2020-09-09,2022,Germany,Left,1
CA Osasuna,IvÃ¡n Bravo Castro,5000,20,76,34,49,62,RES,2021-07-16,2023,Spain,Left,1
MÃ¡laga CF,Alejandro BenÃ­tez Palomero,2000,21,78,43,52,65,RES,2020-07-01,2022,Spain,Right,1
Ä°ttifak Holding Konyaspor,Adil DemirbaÄŸ,4000,23,60,31,39,45,SUB,2020-09-11,2023,Turkey,Right,1
Gil Vicente FC,Guilherme Mantuan,2000,23,67,46,59,63,SUB,2020-09-08,2023,Brazil,Right,1
Club AtlÃ©tico PeÃ±arol,Cristian Gonzalo Olivera Ibarra,500,19,77,59,62,69,SUB,2020-09-15,2025,Uruguay,Right,1
Willem II,Wesley Spieringhs,2000,19,61,53,65,65,SUB,2020-06-01,2023,Netherlands,Right,1
Boavista FC,Nathan Santos de AraÃºjo,2000,19,74,39,56,66,RWB,2021-07-06,2025,Brazil,Right,1
Real Madrid CF,Sergio Arribas Calvo,16000,19,68,53,56,72,RES,2020-09-20,2022,Spain,Left,1
KAA Gent,Matisse Samoise,3000,19,73,58,60,66,SUB,2020-09-25,2023,Belgium,Right,1
Boavista FC,Tiago Fontoura Fonseca Morais,850,17,77,65,58,71,SUB,2020-07-01,2023,Portugal,Right,1
Ä°stanbul BaÅŸakÅŸehir FK,Ravil Tagir,2000,18,67,33,54,61,LCB,2020-09-28,2023,Turkey,Left,1
FC Girondins de Bordeaux,Abdel Jalil Zaim Idriss Medioub,5000,23,51,30,37,48,RES,2020-09-29,2022,Algeria,Right,1
Racing Club de Lens,David Pereira Da Costa,6000,20,69,56,61,74,SUB,2020-07-01,2024,Portugal,Left,1
GÃ¶ztepe SK,Kerim AlÄ±cÄ±,3000,24,73,49,59,63,SUB,2020-10-02,2023,Turkey,Right,1
Orlando Pirates,Thabang Amod Monare,500,31,74,66,65,68,SUB,2020-10-14,2022,South Africa,Right,1
